455,221216.34,125237.67,829.93,C0423
456,221216.76,125234.22,829.95,C0422
457,221212.97,125215.81,828.78,C0421
458,221231.38,125214.25,828.54,C0420
459,221215.24,125226.59,829.01,C0419
460,221239.9,125220.94,828.75,C0418
461,221215.87,125230.67,829.7,C0417
462,221241.84,125225.15,829.24,C0416
463,221242.25,125226.19,829.56,C0415
464,221232.59,125231.92,829.79,C0414
465,221272.47,125222.63,829.35,C0413
466,221275.33,125217.93,829.1,C0412
467,221274.57,125212.25,828.36,C0411
468,221276.09,125194.79,827.77,C0410
469,221233.41,125251.77,829.67,C0409
470,221235.13,125236.32,829.78,C0408
471,221235.23,125235.08,829.58,C0407
472,221235.27,125234.28,829.75,C0406
473,221256.64,125229.82,829.45,C0405
474,221262.83,125241.51,829.56,C0404
475,221283.25,125245.06,828.95,C0403
476,221306.4,125223.35,828.41,C0402
477,221305.06,125218.79,828.98,C0401
478,221304.81,125217.15,828.84,C0400
479,221296.86,125211.49,828.92,C0399
480,221301.54,125214.17,829.02,C0398
481,221305.77,125215.41,828.88,C0397
482,221328.49,125209.65,828.35,C0396
483,221329.17,125208.01,828.44,C0395
484,221313.42,125194.65,827.56,C0394
485,221329.13,125208.07,828.44,C0393
486,221328.66,125205.13,828.57,C0392
487,221306.89,125205.51,827.95,C0391
488,221308.23,125207.74,828.64,C0390
489,221344.04,125226.26,827.97,C0389
490,221342.3,125221.35,828.12,C0388
491,221336.21,125194.24,828.31,C0387
492,221336,125192.61,828.58,C0386
493,221331.82,125187.72,827.2,C0385
494,221363.08,125218.4,827.82,C0384
495,221326.73,125180,827.08,C0383
496,221360.47,125213.81,827.83,C0382
497,221349,125173.5,826.77,C0381
498,221354.39,125181.61,827.02,C0380
499,221355.74,125185.5,828.81,C0379
500,221356.44,125195.12,828.31,C0378
501,221355.39,125188.3,828.11,C0377
502,221356.1,125198.49,828.21,C0376
503,221356.45,125191.43,828.11,C0375
504,221391.45,125180.41,827.63,C0374
505,221391.25,125179.01,827.44,C0373
506,221393.43,125179.61,827.55,C0372
507,221393.31,125178.34,827.37,C0371
508,221392.89,125175.73,827.69,C0370
509,221392.06,125172.45,826.91,C0369
510,221391.19,125166.88,826.58,C0368
511,221390.97,125157.78,826.56,C0367
512,221405.77,125150.4,826.55,C0366
513,221411.6,125162.68,826.62,C0365
514,221413.93,125167.27,827.49,C0364
515,221415.96,125170.95,827.46,C0363
516,221417,125171.56,827.3,C0362
517,221418.03,125172.36,827.31,C0361
518,221422.32,125174.48,827.43,C0360
519,221449.54,125167.41,827.18,C0359
520,221448.69,125163.67,827.05,C0358
521,221448.72,125162.65,826.97,C0357
522,221447.69,125159.16,827.29,C0356
523,221445.95,125154.61,826.35,C0355
524,221444.19,125146.06,826.2,C0354
525,221461.72,125141.43,825.73,C0353
526,221463.88,125148.45,825.71,C0352
527,221464.76,125150.28,826.22,C0351
528,221465.87,125155.56,826.79,C0350
529,221466.63,125157.48,826.64,C0349
530,221467.27,125158.72,826.82,C0348
531,221372.62,125189.24,827.97,C0347
532,221373.38,125192.86,828.05,C0346
533,221373.5,125193.43,827.87,C0345
534,221376.29,125198.74,827.5,C0344
535,221378.3,125207.74,827.56,C0343
536,221379.66,125212.26,827.59,C0342
537,221401.31,125204.38,827.49,C0341
538,221399.18,125200.28,827.29,C0340
539,221394.28,125182.8,827.68,C0339
540,221395.21,125186.82,827.54,C0338
541,221394.98,125186.12,827.68,C0337
542,221431.73,125171.73,827.31,C0336
543,221432.89,125174.63,827.29,C0335
544,221433.48,125175.03,827.13,C0334
545,221434.29,125177.82,826.99,C0333
546,221437.17,125189.17,826.86,C0332
547,221464.5,125188.61,826.62,C0331
548,221458.08,125177.67,826.42,C0330
549,221454.79,125169.34,826.88,C0329
550,221454.06,125165.52,827.11,C0328
551,221454.51,125168.7,827.06,C0327
552,221482.7,125161.48,826.48,C0326
553,221482.85,125162.57,826.09,C0325
554,221482.53,125169.83,825.87,C0324
555,221485.24,125178.39,825.99,C0323
556,221513.88,125191.65,825.72,C0322
557,221495.32,125134.58,824.69,C0321
558,221496.6,125145.71,826.56,C0320
559,221496.64,125148.06,826.29,C0319
560,221501.21,125162.98,825.35,C0318
561,221498.61,125153.83,826.34,C0317
562,221499.4,125157.19,826.14,C0316
563,221497.42,125150.62,826.2,C0315
564,221499.44,125158.41,825.72,C0314
565,221526.16,125147.4,825.69,C0313
566,221525.34,125143.63,825.5,C0312
567,221536.3,125168.66,824.83,C0311
568,221522.74,125133.97,824.24,C0310
569,221529.11,125151.12,824.97,C0309
570,221521.56,125119.92,822.67,C0308
571,221555.59,125160.5,824.22,C0307
572,221545.67,125119.69,823.18,C0306
573,221553.26,125154.13,824.22,C0305
574,221548.34,125131.1,823.53,C0304
575,221551.11,125147.56,824.25,C0303
576,221549.34,125137.35,824.73,C0302
577,221550.47,125141.39,825.03,C0301
578,221574.93,125132.71,824.17,C0300
579,221575.28,125129.35,824.16,C0299
580,221575.67,125122.78,822.74,C0298
581,221576.72,125120.08,822.54,C0297
582,221578.34,125135.61,824.18,C0296
583,221577.62,125117.08,822.32,C0295
584,221579.82,125138.73,824,C0294
585,221580.45,125140.26,823.44,C0293
586,221582,125143.92,823.37,C0292
587,221587.96,125158.03,823.46,C0291
588,221602.86,125112.11,821.51,C0290
589,221606.56,125117.92,821.77,C0289
590,221613.18,125153.46,822.6,C0288
591,221608.03,125122.74,822.48,C0287
592,221610.32,125139.48,822.35,C0286
593,221608.94,125125.07,822.99,C0285
594,221610.41,125136.47,822.57,C0284
595,221609.35,125125.82,822.68,C0283
596,221609.96,125128.26,822.83,C0282
597,221610.13,125131.62,823.02,C0281
598,221631.03,125126.63,822.04,C0280
599,221631.4,125129.96,822.17,C0279
600,221631.88,125133.46,822.06,C0278
601,221632.01,125134.44,821.78,C0277
602,221632.16,125138.28,821.77,C0276
603,221639.98,125156.17,821.83,C0275
604,221659.03,125151.57,820.97,C0274
605,221656.41,125137.69,820.57,C0273
606,221656.1,125131.95,821.06,C0272
607,221656.71,125128.17,821.16,C0271
608,221656.2,125131.93,821.03,C0270
609,221664.67,125098,818.97,C0269
610,221663.27,125116.2,819.85,C0268
611,221663.41,125119.31,821.14,C0267
612,221663.09,125121.01,820.83,C0266
613,221656.21,125131.96,821.04,C0265
614,221663.03,125124.74,820.75,C0264
615,221657.93,125155.64,821.25,C0263
616,221680.54,125102.92,818.4,C0262
617,221681.03,125118.01,819.19,C0261
618,221692.37,125153.64,819.6,C0260
619,221684.04,125118.45,819.25,C0259
620,221685.46,125137.88,819.42,C0258
621,221683.91,125130.44,819.88,C0257
622,221684.53,125121.94,819.71,C0256
623,221683.98,125130.5,819.89,C0255
624,221683.68,125127.12,819.98,C0254
625,221685.8,125123.64,819.76,C0253
626,221707.65,125125.87,818.99,C0252
627,221695.95,125106.59,817.86,C0251
628,221707.87,125129.3,818.96,C0250
629,221698.68,125119.68,818.31,C0249
630,221707.75,125137.57,818.42,C0248
631,221698.19,125123.12,819.19,C0247
632,221705.8,125148.52,819.1,C0246
633,221705.61,125155.86,819.44,C0245
634,221709.97,125106.77,817.59,C0244
635,221705.55,125155.83,819.45,C0243
636,221713.27,125118.68,817.51,C0242
637,221714.04,125122.22,818.46,C0241
638,221727.59,125148.22,817.98,C0240
639,221726.86,125142.36,817.92,C0239
640,221725.89,125130.71,818,C0238
641,221725.82,125128.55,818.26,C0237
642,221725.91,125125.51,818.35,C0236
643,221737.14,125121.2,817.96,C0235
644,221737.03,125119.52,817.41,C0234
645,221744.78,125120.96,817.74,C0233
646,221744.73,125120.67,817.66,C0232
647,221745.86,125117.84,817.57,C0231
648,221745.53,125117.82,816.97,C0230
649,221750.09,125117.96,817.41,C0229
650,221750.73,125117.99,816.84,C0228
651,221740.86,125109.72,816.94,C0227
652,221757.64,125120.05,817.24,C0226
653,221748.51,125110.18,816.85,C0225
654,221757.2,125117.99,816.55,C0224
655,221756.79,125115.67,816.36,C0223
656,221754.9,125108.34,816.63,C0222
657,221764.01,125120.05,817.1,C0221
658,221763.7,125119.46,816.89,C0220
659,221763.05,125116.23,816.23,C0219
660,221760.27,125110.8,816.34,C0218
661,221758.01,125106.19,816.67,C0217
